year,context,cluster
2,konusu olmaz diyorum teşekkür ederim ak parti sıralarından alkışlar özgür özel manisa sayın başkanım bir cümle aynı şekilde bitireceğim müsaade edin,147
2,816 tbmm b 97 10 6 2020 o 2 özgür özel manisa pardon tamam hakki saruhan oluç i stanbul buyurun buyurun,154
2,hakki saruhan oluç i stanbul buyurun buyurun başkan buyurun sayın özel,126
2,olmuyor muammer güler niye mahkûm olmuyor neden davası görülmüyor özgür özel manisa muharrem arkadaşımız söz istiyor muharrem erkek çanakkale yerimden çok,159
2,özgür özel manisa sayın başkanım hem komisyon başkanımızın 3600 le ilgili söylediğinden,137
2,bunun da kayıtlara geçmesini önemsediğimiz için özellikle ifade ettim özgür özel manisa sayın başkan başkan sayın özel buyurun özgür özel manisa,152
2,özellikle ifade ettim özgür özel manisa sayın başkan başkan sayın özel buyurun özgür özel manisa hatibimize cevaben söyledi cevap hakkını grubumuz,118
2,özgür özel manisa sayın başkan başkan sayın özel buyurun özgür özel manisa hatibimize cevaben söyledi cevap hakkını grubumuz adına yerinden olmak,118
2,yeniden bir işlem yapılmaması mikrofon otomatik cihaz tarafından kapatıldı özgür özel manisa çok kısa bitirsin efendim başkan buyurun efendim zeynel emre,179
2,demi rbağ elâzığ anlaşılmaması için muhalefet olmak lazım başkan sayın özel buyurun,126
2,ndaki bazı ifadelerine ilişkin açıklaması özgür özel manisa sayın başkanım şimdi tabii sayın muş da hukukçu değil,151
2,öbür türlü anlıyor mehmet muş i stanbul hayır canım özgür özel manisa onun gibi anlayan mahkeme var yargılamaya devam etmiş mehmet,113
2,başkan bunlara yönelik itirazlar yapılmış mahkeme kabul etmemiş bunları özgür özel manisa burada çelişki varsa ne yapacağız gerekçeye bakacağız çelişki varsa,146
2,bakacağız mikrofon otomatik cihaz tarafından kapatıldı başkan buyurun efendim özgür özel manisa sayın muş iktisatçı özgür özel eczacı ama anayasa komisyonunun,143
2,başkan buyurun efendim özgür özel manisa sayın muş iktisatçı özgür özel eczacı ama anayasa komisyonunun başkanı anayasa tarihi profesörü hukukçu soru,118
2,süreçte mikrofon otomatik cihaz tarafından kapatıldı başkan buyurun efendim özgür özel manisa dönem sonuna bırakma teamülü de varken kendisi de bunu,173
2,kurula saygıyla anlatmak istedim ak parti sıralarından alkışlar başkan sayın özel 866 tbmm b 97 10 6 2020 o 4,161
2,ndaki bazı ifadelerine ilişkin açıklaması özgür özel manisa sayın başkan teşekkür ederim şimdi aslında öyle bir tutarsızlık,151
2,muş i stanbul sana ne sen faşist değilim de özgür özel manisa değerli milletvekilimiz uğur bayraktutan iyi bir hukukçu mehmet muş,115
2,bir hukukçu mehmet muş i stanbul tabii gördüm hukukçuluğunu özgür özel manisa partimizin de çok önemli görevlerinde bulunuyor hukukçu kimliğiyle ve,139
2,osmaniye öyle bir şey demedi ki başkan buyurun efendim özgür özel manisa şimdi o polis ki ak parti li siyasetçiler vadediyorsunuz,158
2,biziz zaten selami altinok erzurum nasıl çalıştıklarını ben biliyorum özgür özel manisa pandemi olur ateş ölçer kimlik bakar ona bakar çalışır,158
2,tamamlanınca i smai l kaya osmaniye onu da yaparız özgür özel manisa i lk söz verdiğiniz polislerden emekli olalı yedi sene,180
2,yerinin be kardeşim ya mikrofon otomatik cihaz tarafından kapatıldı özgür özel manisa pardon başkanım başkan buyurun efendim özgür özel manisa onu,143
2,kapatıldı özgür özel manisa pardon başkanım başkan buyurun efendim özgür özel manisa onu da yaparız bunu da yaparız yapın ondan sonra,156
2,97 10 6 2020 o 4 başkan buyurun efendim özgür özel manisa orantısızca acımadan vicdanlarınızın sesini hiç dinlemeden yapıyorsunuz bunu ve,154
2,muş i stanbul sayın başkan bu ifadeleri biz sürekli sayın özel den dinliyoruz bu yeni bir şey değil söyledikleri burada kullanılan,158
2,sizin düşmanınız siz türkiye cumhuriyeti devletini düşman olarak görüyorsunuz özgür özel manisa oha mehmet muş i stanbul arkadaşlar düşman olarak gördüğünüz,167
2,siyasi eleştirilere zaten bir şey dediğimiz yok i kincisi sayın özel vallahi sizin nasıl hissettiğiniz beni çok ilgilendirmiyor bizi ilgilendiren milletimizin,180
2,milletimizin ta kendisidir teşekkür ediyorum ak parti sıralarından alkışlar özgür özel manisa sayın başkanım çok kısa başkan buyurun sayın özel,178
2,özgür özel manisa sayın başkanım çok kısa başkan buyurun sayın özel,152
2,chp sıralarından alkışlar ali özkaya afyonkarahisar hiç öyle görünmüyor recep özel isparta çarık nerede çarık çarığın nerede çarığı ne zaman giydin,168
2,özgür özel manisa sayın başkan tutanağa geçsin ki sayın kaboğlu nun yargı,192
2,yargıya i smai l emrah karayel kayseri sayın başkanım özgür özel niye maske takmıyor özgür özel manisa senin grup başkan vekilin,147
2,karayel kayseri sayın başkanım özgür özel niye maske takmıyor özgür özel manisa senin grup başkan vekilin de konuşuyorken hayır sizinkiler de,178
2,öyle anlaştık sayın başkan sayın kaboğlu yargı bağımsızlığı ve recep özel isparta kaboğlu konuştu sen onu ne diye şey yapıyorsun hoca,149
2,konuştu sen onu ne diye şey yapıyorsun hoca konuştu özgür özel manisa sana ne recep bey sana ne takdir etti riyaset,181
2,riyaset makamı cevap veriyoruz grup başkanın meclis başkan vekilin recep özel isparta böyle bir usul var mı ya böyle bir usul,116
2,879 tbmm b 97 10 6 2020 o 5 özgür özel manisa meclis başkan vekili takdir etti cevap veriyoruz sana takdir,154
2,etti cevap veriyoruz sana takdir eder sen de verirsin recep özel isparta ya kardeşim hocanın konuştuğunu mu açıklayacaksın özgür özel manisa,156
2,recep özel isparta ya kardeşim hocanın konuştuğunu mu açıklayacaksın özgür özel manisa recep bey sen ysk adına konuşuyorsun da ben hocam,156
2,adına niye konuşamıyorum ya chp sıralarından bravo sesleri alkışlar recep özel isparta onun adına konuşmuyorum kardeşim hadi oradan hocayı anladık biz,169
2,kardeşim hadi oradan hocayı anladık biz ya hocayı anladık özgür özel manisa sayın başkanım sayın kaboğlu konuşması sırasında yargıya müdahaleleri eleştirmek,182
2,ya ne yapıyorsunuz ya arkadaşlar oturalım oturalım başkan buyurun sayın özel özgür özel manisa sayın başkan bir kez daha hızla tekrarlayacak,126
2,yapıyorsunuz ya arkadaşlar oturalım oturalım başkan buyurun sayın özel özgür özel manisa sayın başkan bir kez daha hızla tekrarlayacak olursam bir,126
2,maske tak dedim nezaketle davrandım kötü bir şey söylemedim özgür özel manisa tamam bana da dediniz ama yanlış bir şey o,162
2,muş i stanbul sayın başkanım bununla alakalı açıklamalarımız mevcuttur sayın özel e tavsiyem kayıtlardaki açıklamalarımızı okumasıdır i yi parti nin verdiği,190
2,parti sıralarından alkışlar teşekkür ederim ak parti sıralarından alkışlar özgür özel manisa sayın başkanım başkan buyurunuz sayın özel,117
2,sıralarından alkışlar özgür özel manisa sayın başkanım başkan buyurunuz sayın özel,152
2,ndaki bazı ifadelerine ilişkin açıklaması özgür özel manisa sayın başkanım cumhuriyet halk partisinin tek başına siyasi parti,151
2,bir partiyiz mikrofon otomatik cihaz tarafından kapatıldı başkan buyurun özgür özel manisa 14 mayıs 1950 i smet paşa nın seçim mağlubiyetidir,143
2,hazırdır der mikrofon otomatik cihaz tarafından kapatıldı başkan buyurun özgür özel manisa öyle seçim sistemi dediğinizde cumhuriyet halk partisinin tarihinde bu,173
2,referandumla mikrofon otomatik cihaz tarafından kapatıldı başkan buyurun efendim özgür özel manisa bitiriyorum başkanım değiştirilen bir sistemde gece 33 erimizi münbiç,131
2,burcu köksal afyonkarahisar adamların kazandığı seçimi bile iptal ettiniz özgür özel manisa sayın başkanım başkan buyurun sayın özel,108
2,iptal ettiniz özgür özel manisa sayın başkanım başkan buyurun sayın özel,152
2,özgür özel manisa sayın başkanım çok keyifli bir yere geldik ben diyorum,192
2,seçilip gelmiş birisiyim ramazan can kırıkkale geç onları geç özgür özel manisa ama bizim mahallede 600 chp üyesinin oy kullandığı bir,170
2,seçimde benim ismim yer almasına rağmen bir listeye sırf özgür özel in adını oraya koymuşlar diye seçim kazanılmasının garantisi yoktur ramazan,180
2,seçim kazanılmasının garantisi yoktur ramazan can kırıkkale hadi oradan özgür özel manisa bu chp nin farkıdır bunu eksiklik olarak gösterenlerin parti,112
2,i stanbul sayın milletvekilleri kendi mahallesinin bile tahammül edemediği özgür özel e bizim ne kadar tahammül ettiğimizi görüyorsunuz bu bizim hoşgörümüz,108
2,nin hoşgörüsü mahallesi tahammül edememiş ak parti sıralarından alkışlar özgür özel manisa sayın başkan başkan buyurun sayın özel,193
2,sıralarından alkışlar özgür özel manisa sayın başkan başkan buyurun sayın özel,152
2,ndaki bazı ifadelerine ilişkin açıklaması özgür özel manisa sayın başkan bu esprili konuşmalara da bu meclisin ihtiyacı,151
2,başkan bu esprili konuşmalara da bu meclisin ihtiyacı var özgür özel mahallesinde bütün üyelerin oy kullandığı yerde firesiz oy alır ama,182
2,bütün üyelerin oy kullandığı yerde firesiz oy alır ama özgür özel i yazdılar diye kırkar adaylı 2 listeden illa özgür özel,156
2,özel i yazdılar diye kırkar adaylı 2 listeden illa özgür özel in yazılı olduğu taraf kazanmaz chp nin farkı budur ama,156
2,chp için ibadet yapın gibi bir ifade anladım ben özgür özel manisa yok yahu mehmet muş i stanbul onu herhâlde dua,175
2,dil sürçmesi diye düşünüyorum i badet allah için yapılır özgür özel manisa dua edin dedi chp için değil mehmet muş i,181
2,i stanbul dua içindir düzeltilmesi için ben söz aldım özgür özel manisa düzeltti düzeltti mehmet muş i stanbul dile getirdiği diğer,175
2,ediyoruz başkanlık divanına saygılarımızı sunuyoruz ak parti sıralarından alkışlar özgür özel manisa tutanakta düzeltme var başkanım bir cümleyle düzeltsin yaşar tüzün,163
2,halk partisinin de desteğini unutmayın demek istedim tutanaklara geçsin özgür özel manisa sayın başkanım bana da kısa bir söz verebilir misiniz,147
2,bana da kısa bir söz verebilir misiniz başkan buyurun sayın özel,126
2,özgür özel manisa sayın başkanım bir cevap hakkı için değil ama bir,192
2,cihaz tarafından kapatıldı ali fazil kasap kütahya kamu yatırımlarının yetersizliği özel sektörün gerekli girişimlerde bulunmaması nedeniyle zaten zor durumdadır başkan sayın,190
2,dolayısıyla yağmur çamur demeden işlemlerimizi kolaylaştıran tüm posta çalışanlarımızın bu özel gününü kutluyorum sayın başkan değerli arkadaşlar grup başkan vekillerimiz haklı,168
2,isterim bu polemik konusu değil ordu bizim ordumuz suriye de özel bir dönem yaşıyoruz tezkeremizi dün hep beraber ittifakla geçirdik mikrofon,173
2,milletvekilleri engi n özkoç sakarya efendim bu doğru değil recep özel isparta nasıl doğru değil ya engi n özkoç sakarya yani,135
2,bir ay açık tutulacaktır kangal da tarımsal üretimde bulunan çiftçilerimiz özel şirketlere ait lisanslı depolara mahkûm edilmiştir uygulamayla bölgedeki tarımsal üretim,129
2,ama hem dünyada hem ülkemizde hem bölgemizde de sıcak ve özel gündemler var bunlardan biri amerika birleşik devletleri ile i srail,168
2,ve aynı zamanda bunun takibini yapmak da bizim vazifemizdir bir özel şirket kendisinin yaptığı bir bağış var bu bağışla alakalı işte,165
2,buyurun toparlayın lütfen sayın zengin özlem zengi n tokat fakat özel hukuk anlamında yapılan bir işlemde biz özel şirketlerin avukatı değiliz,128
2,n tokat fakat özel hukuk anlamında yapılan bir işlemde biz özel şirketlerin avukatı değiliz savunucusu değiliz biz burada milletimizin temsilcisiyiz onların,179
2,muvafakat eden başkentgaz özlem zengi n tokat i şte başkentgaz özel bir firma engi n altay i stanbul evet tamam özel,109
2,özel bir firma engi n altay i stanbul evet tamam özel genel orasında değilim ben özlem zengi n tokat ben onların,109
2,fiyatların düzenlenmesine katkı veren bir kurum tarım kredinin fiyatlarınını alıp özel sektörün fiyatlarını tonda 3 lira 5 lira 10 lira ucuz,165
2,tavır değil çünkü eğer tarım kredi bir fiyat belirlememiş olsa özel sektörün onu nerelerde satabileceğini kestirebilmek mümkün değil hele ki bazı,147
2,bazı dönemlerde tarım kredinin fiyatlarının aşağıya düştüğünü bazı dönemlerde de özel sektörün fiyatlarının aşağıya düştüğünü ve çok küçük farklarla piyasada rol,168
2,29 1 2020 o 1 2002 de çiftçimizin ziraat bankasından özel bankalardan ve tarım krediden kullanabildiği kredinin oranı ne kadardı biliyor,160
2,i stihdam konusunda da konya da sadece organize sanayi ve özel organize sanayi alanında merkezde sigortalı çalışan işçi sayısının 100 bine,165
2,suyu olan bir ekonomik paketin sunulması için hep birlikte çalışmalıyız özel sağlık kuruluşlarında yoğun bakım hastasına baktırmak için nasıl yüzde 50,165
2,finansman usulleri değişik değişiktir nedir bunlar doğrudan kamu yatırımı kamu özel ortaklığı yap işlet devret sistemi veya doğrudan özel sektörün yapmış,135
2,yatırımı kamu özel ortaklığı yap işlet devret sistemi veya doğrudan özel sektörün yapmış olduğu yatırımların devletleştirme usulleri dünyada uygulanan değişik yatırım,179
2,doğrudan yatırımları da saydık yap işlet devretleri de saydık kamu özel ortaklığıyla ilgili bundan belki de yirmi yirmi beş yıl önce,179
2,efendim cahi t özkan denizli doğrudan kamu yatırımı olsun kamu özel ortaklığı olsun nasıl olursa olsun sizin derdiniz eğer finansman yöntemiyse,110
2,milletimiz tarafından yapılmıştır ve milletimiz bugüne kadar yapılan doğrudan kamu özel ortaklığı ve yap işlet devret bütün yaptırımları hüsnükabulle karşıladığını vermiş,179
2,ederim sayın başkan değerli milletvekilleri biraz evvel konuşan sayın hatip özel olarak koruduğunuz kesimler mi var dedi ona cevaben sadece sayın,183
2,var dedi ona cevaben sadece sayın konuşmacının sorusuna ithafen evet özel olarak koruduğumuz kesimlerimiz var i şçilerimiz çiftçilerimiz sanayicilerimiz emeklilerimiz chp,168
2,akbaşoğlu çankırı velhasıl toplumun tüm kesimi bizim için özeldir ve özel olarak onların hizmetinde olmaya devam edeceğiz arkadaşlar teşekkür ederim ak,159
2,bilmiyorum ama çiftçimiz zor durumda ve seslerinin duyulmasını istiyor çiftçi özel bankalara olan borçlarını erteletemiyor genel kurula gelmeden önce bir çiftçimiz,125
2,beni aradı ve sıkıntılarını dile getirmemi istedi erteleme yapmıyorlar zaten özel bankalara erteleme yapın demekle bu iş olmaz bütçesini hazırlar kanununu,160
2,özgür özel manisa sayın başkanım ilkesel olarak gündem dışı konuşmalarda çok fazla,156
2,sırası cumhuriyet halk partisi grubu adına grup başkan vekili sayın özel e aittir buyurun sayın özel,7
2,adına grup başkan vekili sayın özel e aittir buyurun sayın özel,152
2,özgür özel manisa sayın başkan dün burada grup başkan vekilimiz tarafından bugün,176
2,5 10 10 2019 o 1 başkan devam edelim özgür özel manisa hayatını kaybedenlerin anılarını taze tutacağımızı ve aileleriyle dayanışma içinde,161
2,yerine mikrofon otomatik cihaz tarafından kapatıldı başkan devam edelim özgür özel manisa ittifak içinde olan partilere hakaret edip bu ittifakın parçalanmasının,131
2,kuşundan duymayacağız mikrofon otomatik cihaz tarafından kapatıldı başkan tamamlayalım sayın özel özgür özel manisa i smet paşa yurt içinde yurt dışında,130
2,mikrofon otomatik cihaz tarafından kapatıldı başkan tamamlayalım sayın özel özgür özel manisa i smet paşa yurt içinde yurt dışında özellikle yurt,131
2,işler olmaz mikrofon otomatik cihaz tarafından kapatıldı başkan toparlayın sayın özel 668 tbmm b 5 10 10 2019 o 1 özgür,153
2,668 tbmm b 5 10 10 2019 o 1 özgür özel manisa sayın başkanım son söz operasyonla ilgili sosyal medya mesajları,154
2,haberlerin mikrofon otomatik cihaz tarafından kapatıldı başkan son sözleriniz sayın özel buyurun özgür özel manisa sosyal medya kullanılarak yalan haberin yayılması,131
2,cihaz tarafından kapatıldı başkan son sözleriniz sayın özel buyurun özgür özel manisa sosyal medya kullanılarak yalan haberin yayılması ve buna karşı,128
2,ediyorum teşekkür ediyorum sayın başkanım ak parti sıralarından alkışlar özgür özel manisa sayın başkan başkan sayın özel toparlayalım uzatmayalım çünkü gündemimiz,113
2,parti sıralarından alkışlar özgür özel manisa sayın başkan başkan sayın özel toparlayalım uzatmayalım çünkü gündemimiz yoğun değerli arkadaşlar özgür özel manisa,130
2,sayın özel toparlayalım uzatmayalım çünkü gündemimiz yoğun değerli arkadaşlar özgür özel manisa toparlıyorum sayın başkan başkan buyurun 670 tbmm b 5,113
2,barış pınarı harekâtı koordinasyon toplantısına davet edilmesine ilişkin açıklaması özgür özel manisa sayın başkan tezkerenin içeriyi eleştirir dışarıyı eleştirir değil birincisi,111
2,demokrasilerde böyle davranılır mikrofon otomatik cihaz tarafından kapatıldı başkan sayın özel lütfen toparlayın özgür özel manisa o yüzden sayın bülent turan,116
2,otomatik cihaz tarafından kapatıldı başkan sayın özel lütfen toparlayın özgür özel manisa o yüzden sayın bülent turan kendi ağzıyla söylüyor partili,163
2,böyle sıralanacak diyorsunuz mikrofon otomatik cihaz tarafından kapatıldı başkan sayın özel lütfen son sözünüzü alalım özgür özel manisa son sözüm başkanım,116
2,tarafından kapatıldı başkan sayın özel lütfen son sözünüzü alalım özgür özel manisa son sözüm başkanım sayın başkanım meclis başkanına soruyorum bu,117
2,özgür özel manisa sayın başkan i yi parti li sayın hatibi ve,192
2,bulunmaktadır bu sorunların başında 2000 makam tazminatı 3600 ek gösterge özel hizmet tazminatı başta gelmektedir şu an mecliste yargı reform paketini,165
2,alınarak sağlık hizmetlerinden eşit olarak faydalanırken yurt dışında parası ve özel sigortası olmayan kişiler 494 tbmm b 96 9 6 2020,161
2,alamayan ücretli öğretmenler sözleşmeli öğretmenlerin de asıl kadrolara atanması sağlanmalıdır özel rehabilitasyon merkezlerinde çalışan öğretmenler ve çalışma bakanlığındaki usta öğreticiler millî,134
2,verin başkan cumhuriyet halk partisi grup başkan vekili sayın özgür özel buyurunuz sayın özel 503 tbmm b 96 9 6 2020,144
2,halk partisi grup başkan vekili sayın özgür özel buyurunuz sayın özel 503 tbmm b 96 9 6 2020 o 1,144
2,güven ve musa farisoğulları nın milletvekilliklerinin düşürülmesine ilişkin açıklaması özgür özel manisa teşekkür ederim sayın başkan dün akşam van ın çatak,183
2,açıkladı mikrofon otomatik cihaz tarafından kapatıldı başkan buyurunuz efendim özgür özel manisa bu açıklamadan itibaren maalesef her gün bir kadın cinayeti,177
2,yapıyoruz mikrofon otomatik cihaz tarafından kapatıldı başkan buyurunuz efendim özgür özel manisa ülkeyi yöneten parti gerekli müdahaleleri yapıyor da sekiz günde,173
2,gözaltındalar mikrofon otomatik cihaz tarafından kapatıldı başkan buyursunlar efendim özgür özel manisa bu belgelerin bir astsubay tarafından kendilerine ulaştırıldığı ancak bu,131
2,bu kumpas mikrofon otomatik cihaz tarafından kapatıldı başkan buyursunlar özgür özel manisa ben gittim gördüm bir eczacı şizofreniye çare bulacak formül,173
2,kumpas kurmuşlar mikrofon otomatik cihaz tarafından kapatıldı başkan buyursunlar özgür özel manisa şimdi bir kırık plağı bir pis plağı bir eski,131
2,çalışanlara yine mahcup olursunuz diyoruz açın bakın askerî casuslukta özgür özel neler söyledi chp sözcüleri neler söyledi siz ne laflar attınız,124
2,minaremizden mikrofon otomatik cihaz tarafından kapatıldı başkan toparlayalım efendim özgür özel manisa çalanı bulmayıp istismar üzerinden chp yle ilişkilendirmeye kalkarlar milletin,131
2,diyor mikrofon otomatik cihaz tarafından kapatıldı başkan buyurun efendim özgür özel manisa 2 hdp li milletvekilinin kendileri o dönem milletvekili değil,173
2,kararı yollamış mikrofon otomatik cihaz tarafından kapatıldı başkan tamamlayalım özgür özel manisa bitireceğim sayın başkanım sen anayasa bunu gerektiriyor diyorsan bu,131
2,böyle şey olur mu usul hâline geldi bu ya özgür özel manisa allah allah ona siz mi karar vereceksiniz sayın başkanım,116
2,özgür özel manisa sayın başkanım tam da hani algı operasyonu diyoruz siyaseti,137
2,bunların kayıt altına alınması gerektiğini düşünüyorum size yazıklar olsun özgür özel manisa sayın başkan başkan buyurun sayın özel,133
2,yazıklar olsun özgür özel manisa sayın başkan başkan buyurun sayın özel,152
2,özgür özel manisa sayın başkanım savcı bu iddiayı enis berberoğlu nu suçlamak,156
2,9 6 2020 o 1 ali özkaya afyonkarahisar değil özgür özel manisa mahkeme kendi vicdanına göre bu kadar baskı altında olmasaydı,144
2,bunlar kayıtlarda olsun bulunsun başkan adalet ve kalkınma partisinin özgür özel manisa sayın başkanım özür dilerim can dündar ın ifadeleri açıktır,156
2,bunu mikrofon otomatik cihaz tarafından kapatıldı başkan buyurun efendim recep özel isparta efendim grup adına konuşma oldu bu hakki saruhan oluç,173
2,ediyoruz yargı kararı diye sığındığınız şey budur esas itibarıyla recep özel isparta grup adına beş dakikadan fazla konuşuyor hakki saruhan oluç,182
2,konuşuyor hakki saruhan oluç i stanbul efendim herkes konuşuyor recep özel isparta herkes beş dakika konuştu grubu adına hakki saruhan oluç,181
2,ve tartışın diye bu sözleri ediyoruz teşekkür ediyorum başkan sayın özel,182
2,özgür özel manisa sayın başkan sayın tunç u tanırım çok eskiden beri,137
2,geliyor ali özkaya afyonkarahisar yetmiş senedir aynı şeyi söylüyorsunuz özgür özel manisa ve devamında konuşuyorum şimdi saray rejiminin sonu geliyor u,156
2,meşhur mikrofon otomatik cihaz tarafından kapatıldı başkan buyursunlar efendim özgür özel manisa adını anmaya utanırım ismiyle namütenasip böyle kocaman sakalları olan,131
2,konuşmandan haberdarım mikrofon otomatik cihaz tarafından kapatıldı başkan buyurun özgür özel manisa demokrasinin arkasında durmanın er ya da geç kişisel olarak,143
2,hükümleri uygulanmıştır fahrettin altun benim bildiğim i letişim başkanıdır sayın özel bir şeyler anlattı bir grup başkan vekili bir şey söyledi,158
2,biz de anlayabilmiş değiliz kamuoyu da anlayabilmiş değil sanırım sayın özel herkesi kendilerine oval ofisten gelen talimatlar gibi sanıyor yani oval,113
2,gibi sanıyor yani oval ofisten bir talimat geliyor hemen özgür özel burada harekete geçiyor ya bizi kendinizle karıştırmayın sayın özel biz,158
2,özgür özel burada harekete geçiyor ya bizi kendinizle karıştırmayın sayın özel biz sizin oval ofisten aldığınız şekilde burada hareket etmiyoruz bunu,115
2,mikrofon otomatik cihaz tarafından kapatıldı başkan toparlayalım sayın oluç recep özel isparta efendim kaç dakika daha vereceksiniz onu bilelim hakki saruhan,131
2,çıkmış mikrofon otomatik cihaz tarafından kapatıldı başkan buyurun efendim recep özel isparta efendim kaç dakika daha vereceksiniz ali şahi n gaziantep,173
2,şahi n gaziantep partiyi korumanızın da bir adabı var recep özel isparta sayın başkan kaç dakika daha vereceksiniz hakki saruhan oluç,158
2,beni dinleyin o fezlekelerin içinde öyle fezlekeler var ki recep özel isparta hayır bilelim kaç dakika daha vereceğini de ona göre,181
2,hakki saruhan oluç i stanbul öyle fezlekeler var ki recep özel isparta kaç dakika daha verecek onu bilelim ali şahi n,115
2,bartın sayın başkanım başkan sayın tunç yilmaz tunç bartın sayın özel ve sayın oluç sataştılar 69 a göre söz istiyorum başkan,120
2,özgür özel manisa sayın başkan şimdi sayın tunç un iddiası şuydu saray,156
2,527 tbmm b 96 9 6 2020 o 1 özgür özel manisa fahrettin altun tarafından bütün bu trollere kırk saniyeye indirilmiş,154
2,lez amasya açıklayın lütfen kamuoyu bile biliyor bunu ya özgür özel manisa sayın başkan bakın ne cumhuriyet halk partisinin bakın chp,108
2,seçim mikrofon otomatik cihaz tarafından kapatıldı başkan buyursunlar efendim özgür özel manisa bunun dışında cumhuriyet halk partisinin bir beyanının olamayacağını biraz,143
2,oval ofis var ya sizin de oval ofisiniz var özgür özel manisa sayın başkanım müsaadenizle başkan buyurun özgür özel manisa sayın,139
2,var özgür özel manisa sayın başkanım müsaadenizle başkan buyurun özgür özel manisa sayın başkanım bizim oval ofis te işimiz olmaz ama,118
2,ifadelerine ilişkin açıklaması mehmet muş i stanbul sayın başkan sayın özel oval ofis deyince haklı olarak sizin aklınız amerika dakine gidiyor,151
2,ederim genel kurula saygılar sunarım ak parti sıralarından alkışlar özgür özel manisa sayın başkan recep özel isparta başkanım ne zaman bitecek,125
2,ak parti sıralarından alkışlar özgür özel manisa sayın başkan recep özel isparta başkanım ne zaman bitecek bu tartışma bir buçuk saat,156
2,tartışma bir buçuk saat oldu bu grup önerisi ya özgür özel manisa sayın başkanım başkan sayın grup başkan vekillerimin affına sığınarak,158
2,sayın grup başkan vekillerimin affına sığınarak oylamayı yapıyorum efendim özgür özel manisa sayın başkan bir dakika başkan i stirham ediyorum i,194
2,dakika başkan i stirham ediyorum i stirham ediyorum efendim özgür özel manisa sayın başkan bir cümle recep özel isparta önce oylayalım,137
2,ediyorum efendim özgür özel manisa sayın başkan bir cümle recep özel isparta önce oylayalım da ondan sonra başkan bir ara vermemiz,137
2,oylayalım da ondan sonra başkan bir ara vermemiz gerekecek sayın özel özgür özel manisa sayın başkanım tutanak altında şunu söylemek zorundayım,156
2,ondan sonra başkan bir ara vermemiz gerekecek sayın özel özgür özel manisa sayın başkanım tutanak altında şunu söylemek zorundayım bir cümle,194
2,ya tamam hakki saruhan oluç i stanbul sayın başkan recep özel isparta grup önerisini oylayalım efendim vi öneri ler devam a,147
2,bilgileri de genel kurulun bilgisine arz ediyorum teşekkür ederim özgür özel manisa sayın başkan başkan sayın özel 534 tbmm b 96,125
2,ediyorum teşekkür ederim özgür özel manisa sayın başkan başkan sayın özel 534 tbmm b 96 9 6 2020 o 2,144
2,ndaki bazı ifadelerine ilişkin açıklaması özgür özel manisa sayın başkan sayın engin alan ı yargılandığı süreçte defalarca,151
2,erkan akçay manisa sebahat tuncel in de var yalnız özgür özel manisa söyleyeceğim 9 ekim 2013 ve sayın engin alan karardan,165
2,var mikrofon otomatik cihaz tarafından kapatıldı başkan buyurun efendim özgür özel manisa bu dönem gibi yerleşik temayülü yıkıp bağımsız yargının verebileceği,131
2,çok temel bazı konularda hukukla ilgili ama siyaset demiyorum recep özel isparta normal 539 tbmm b 96 9 6 2020 o,161
2,ediyorum genel kurulu saygıyla selamlıyorum ak parti sıralarından alkışlar özgür özel manisa sayın başkan başkan buyurun sayın özel,125
2,sıralarından alkışlar özgür özel manisa sayın başkan başkan buyurun sayın özel,152
2,eylemlerinin ve tutumlarının farklı yöntemlerle devam edeceğine ilişkin açıklaması özgür özel manisa sayın meclis başkanım sayın meclis başkan vekilim şu anda,168
2,başer yozgat arkana dön bak sosyal mesafe var mı özgür özel manisa biraz önce oylama sırasında sosyal mesafe konusunda ciddi sıkıntılar,140
2,kabinleri işgal ediyorlar lütfen gerekli çalışmayı başlatın başkan buyurun sayın özel özgür özel manisa sayın başkanım siz anayasa yı tanımayacaksınız i,163
2,ediyorlar lütfen gerekli çalışmayı başlatın başkan buyurun sayın özel özgür özel manisa sayın başkanım siz anayasa yı tanımayacaksınız i ç tüzük,193
2,anlaşılmıştır oyunu kullanmayan arkadaşlarımız da oylarını bir kullansınlar lütfen özgür özel manisa var efendim sırayla gelip kullanıyorlar kabinler dolu geçen hafta,190
2,kaldırıyorken de konuşacaksınız bunları dokunulmazlıklara hodri meydan diyorken konuşacaksınız özgür özel manisa kabinler dolu kabin boşaldığında arkadaşlarımız giriyor buradan da gidiyorlar,110
2,arkadaşlarımın biraz daha bu işi artık sonuçlandırmalarını istirham ediyorum özgür özel manisa geliyorlar efendim geliyorlar kabinler boşaldıkça kullanıyorlar mehmet muş i,110
2,geçtik üç saatte 3 defa anayasa oylaması yapılırdı burada özgür özel manisa üç saat olmadı mehmet muş i stanbul sayın başkan,159
2,davet ediyoruz bu bir hak değildir hakkın istismarı suistimali özgür özel manisa sayın başkan anayasa ya uymayanların i ç tüzük davetlerinin,147
2,sayın başkan bu bir hakkın suistimalidir lütfen görevinizi yapın özgür özel manisa geçen hafta perşembe günü yapılandan beter bir suistimal görülmemiştir,158
2,konuşmak özgür bey size mi mahsus ya kilitliyorsunuz meclisi recep özel isparta özgür bak bu hareketiniz size hiç yaramaz puan kaybettiriyorsun,133
