filename,session_date
tbmm02019013.txt,23.11.1341
tbmm02019014.txt,25.11.1341
tbmm02019015.txt,26.11.1341
tbmm02019016.txt,28.11.1341
tbmm02020018.txt,02.12.1341
tbmm02020019.txt,05.12.1341
tbmm02020020.txt,07.12.1341
tbmm02020021.txt,09.12.1341
tbmm02020022.txt,10.12.1341
tbmm02020023.txt,12.12.1341
tbmm02020024.txt,14.12.1341
tbmm02020025.txt,16.12.1341
tbmm02020026.txt,17.12.1341
tbmm02020027.txt,19.12.1341
tbmm02020028.txt,21.12.1341
tbmm02020029.txt,23.12.1341
tbmm02020030.txt,24.12.1341
tbmm02020031.txt,26.12.1341
tbmm02020032.txt,28.12.1341
tbmm02020033.txt,30.12.1341
tbmm02020034.txt,31.12.1341
tbmm02021035.txt,02.01.1926
tbmm02021036.txt,04.01.1926
tbmm02021037.txt,06.01.1926
tbmm02021038.txt,09.01.1926
tbmm02021039.txt,11.01.1926
tbmm02021040.txt,13.01.1926
tbmm02021041.txt,14.01.1926
tbmm02021042.txt,16.01.1926
tbmm02021043.txt,18.01.1926
tbmm02021044.txt,23.01.1926
tbmm02021045.txt,25.01.1926
tbmm02021046.txt,27.01.1926
tbmm02021047.txt,30.01.1926
tbmm02022048.txt,01.02.1926
tbmm02022049.txt,03.02.1926
tbmm02022050.txt,04.02.1926
tbmm02022051.txt,06.02.1926
tbmm02022052.txt,08.02.1926
tbmm02022053.txt,10.02.1926
tbmm02022054.txt,11.02.1926
tbmm02022055.txt,13.02.1926
